beta,block_size,conditioning,dense_ms,dense_peak_incremental_bytes,density_mean,density_p10,density_p90,density_std,dimension,error_reduction_fraction,exact_cosine,exact_ms,exact_peak_incremental_bytes,exact_relative_l2,exact_speedup_over_dense,family,full_map_route_ms,head,head_dim,label,latent,layer,length,model_id,moment_aux_bytes,moment_route_ms,moment_route_speedup,proxy_map_bytes_avoided,rank,routing_aux_reduction,seed,sequence,sol_cosine,sol_kernel_memory_ratio_to_dense,sol_kernel_ms,sol_kernel_peak_incremental_bytes,sol_kernel_speedup_over_dense,sol_ms,sol_overhead_vs_exact,sol_peak_incremental_bytes,sol_relative_l2,sol_speedup_over_dense,source,spatial,stream_count_match_fraction,stream_count_matches_full_map,stream_count_max_abs_difference,stream_density_mean,target_density_gaussian,tensor_source,threshold_moment_max_abs_error
1.28155157,64,,1.1295999526977538,4195328,0.1000823974609375,0.08984375,0.11113280057907104,0.007990697398781776,64,0.7414688304728481,0.32266339659690857,0.8077504158020019,8519680,2.986978054046631,1.398451713053212,random,0.28279039859771726,,,sparsity-calibration-32k,,,32768,,18944,0.2614464044570923,1.0816381245898063,1048576,0,55.351351351351354,201,,0.6511973142623901,,,,,1.2768832206726075,0.5807893078022268,8519680,0.7722269296646118,0.8846540814458576,density_calibration,,0.984375,False,1,0.10005950927734375,0.09999999921808483,,3.876455593854189e-06
1.64485363,64,,1.1278400421142578,4195328,0.049770355224609375,0.041015625,0.05859375,0.006792114116251469,64,0.8213626706678848,0.21644386649131775,0.6669824123382568,8519680,4.662365436553955,1.6909591936020636,random,0.2665663957595825,,,sparsity-calibration-32k,,,32768,,18944,0.2389375925064087,1.1156318809583419,1048576,3,55.351351351351354,223,,0.566814124584198,,,,,1.1785728454589843,0.7670223736893333,8519680,0.8328725099563599,0.9569540367910232,density_calibration,,0.98828125,False,1,0.049762725830078125,0.049999999685588194,,3.276974894106388e-06
1.28155157,64,,1.1156031608581543,4195328,0.1005401611328125,0.08984375,0.111328125,0.008059284649789333,64,0.7401880568535187,0.31708112359046936,0.785753583908081,8519680,3.0409843921661377,1.4197875564365987,random,0.27572479248046877,,,sparsity-calibration-32k,,,32768,,18944,0.2709759950637817,1.0175247900300883,1048576,1,55.351351351351354,203,,0.6303918361663818,,,,,1.2537599563598634,0.5956146838351941,8519680,0.7900840640068054,0.8898060232336418,density_calibration,,0.986328125,False,1,0.10054397583007812,0.09999999921808483,,3.803907020483166e-06
1.64485363,64,,1.1245951652526855,4195328,0.05008697509765625,0.041015625,0.05859375,0.006652162875980139,64,0.8202701705537709,0.22847935557365417,0.6646592140197753,8519680,4.361894130706787,1.691987625434808,random,0.2770047903060913,,,sparsity-calibration-32k,,,32768,,18944,0.2472127914428711,1.1205115588450645,1048576,0,55.351351351351354,201,,0.631998598575592,,,,,1.160921573638916,0.7466418115500248,8519680,0.7839624881744385,0.9687089901582541,density_calibration,,0.982421875,False,1,0.050083160400390625,0.049999999685588194,,3.876455593854189e-06
1.64485363,64,,1.1139840126037597,4195328,0.049808502197265625,0.041015625,0.05859375,0.006921504158526659,64,0.8203503527880177,0.2247541844844818,0.6559360027313232,8519680,4.4663777351379395,1.698312042585131,random,0.2784960031509399,,,sparsity-calibration-32k,,,32768,,18944,0.25173120498657225,1.10632292554193,1048576,1,55.351351351351354,203,,0.6089147329330444,,,,,1.1462400436401368,0.7474876190164639,8519680,0.8023831844329834,0.971859270477115,density_calibration,,0.9921875,False,1,0.049808502197265625,0.049999999685588194,,3.803907020483166e-06
1.03643339,64,,0.3225640058517456,2098176,0.150543212890625,0.1328125,0.16796875,0.013191750273108482,64,0.6797638584730655,0.4010195732116699,0.38370001316070557,4259840,2.318058967590332,0.8406671743236186,random,0.2948319911956787,,,long-sequence-scaling,,,16384,,17920,0.24423600733280182,1.2071602152991865,262144,0,14.628571428571428,101,,0.6878790855407715,,,,,0.38778799772262573,0.010654116293209448,4259840,0.7423262596130371,0.8318050268344481,c32_scaling,,0.9921875,False,1,0.150543212890625,0.1499999998819726,,3.914115950465202e-06
1.03643339,64,,1.118069330851237,4195328,0.15062332153320312,0.13886719942092896,0.1640625,0.009298093616962433,64,0.6784533396433633,0.39770644903182983,0.7947413126627604,8519680,2.31742262840271,1.4068342906513498,random,0.2727893392244975,,,long-sequence-scaling,,,32768,,18944,0.24943999449412027,1.093607060799256,1048576,1,55.351351351351354,103,,0.6840584874153137,,,,,0.914959987004598,0.15126767971712463,8519680,0.7451595067977905,1.2219871324773226,c32_scaling,,0.974609375,False,1,0.1506195068359375,0.1499999998819726,,3.794790245592594e-06
1.28155157,64,,0.32188400626182556,2098176,0.1008758544921875,0.0859375,0.11328125,0.010959411971271038,64,0.7418539503851835,0.3265054225921631,0.3337959945201874,4259840,2.934556007385254,0.9643135674066892,random,0.2682119905948639,,,long-sequence-scaling,,,16384,,17920,0.255511999130249,1.049704090249558,262144,0,14.628571428571428,101,,0.6679136753082275,,,,,0.3495599925518036,0.04722644456616698,4259840,0.7575440406799316,0.92082621901911,c32_scaling,,0.9921875,False,1,0.1009063720703125,0.09999999921808483,,3.914115950465202e-06
1.28155157,64,,1.1176746686299641,4195328,0.09967803955078125,0.087890625,0.111328125,0.008493044413626194,64,0.7413035715416372,0.32462257146835327,0.6624586582183838,8519680,2.937077045440674,1.6871613870001159,random,0.2728053331375122,,,long-sequence-scaling,,,32768,,18944,0.23666665951410928,1.1526986255588252,1048576,1,55.351351351351354,103,,0.6641345620155334,,,,,0.7776479721069336,0.17388151314731082,8519680,0.7598113417625427,1.4372501552364028,c32_scaling,,0.982421875,False,1,0.09968185424804688,0.09999999921808483,,3.794790245592594e-06
1.03643339,64,,3.3510398864746094,8389632,0.1501750946044922,0.1416015625,0.1591796875,0.006678409408777952,64,0.6786852799611041,0.38189995288848877,2.9000959396362305,17039360,2.4587223529815674,1.1554927685926633,random,0.29339200258255005,,,long-sequence-scaling,,,65536,,20992,0.33024001121520996,0.8884205202844215,4194304,2,199.8048780487805,107,,0.6342803239822388,,,,,3.3045599460601807,0.1394657331490501,17039360,0.790023684501648,1.0140653948401945,c32_scaling,,0.9677734375,False,2,0.15017127990722656,0.1499999998819726,,2.8762733563780785e-06
